"","sector","StartDate","Category","activity","Indicator","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"28","EDUCATION","01/09/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","ZARQA","Girls","NRC","Camp    - ","Direct appeal","None","Yes","1","1712",89,"Individual","Emirati Jordanian Camp (EJC)","North","Camp"
"29","EDUCATION","01/03/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","Camps","Girls","NRC","Camp    - ","Direct appeal","None","Yes","5","2",126,"Individual","Zaatari District 10","North","Camp"
"30","EDUCATION","01/10/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","ZARQA","Girls","NRC","Camp    - ","Direct appeal","None","Yes","1","1712",82,"Individual","Emirati Jordanian Camp (EJC)","North","Camp"
"31","EDUCATION","01/05/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","ZARQA","Girls","NRC","Camp    - ","Direct appeal","None","Yes","1","1712",55,"Individual","Emirati Jordanian Camp (EJC)","North","Camp"
"32","EDUCATION","01/11/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","ZARQA","Girls","NRC","Camp    - ","Direct appeal","None","Yes","1","1712",86,"Individual","Emirati Jordanian Camp (EJC)","North","Camp"
"33","EDUCATION","01/09/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","Camps","Girls","NRC","Camp    - ","Direct appeal","None","Yes","5","2",126,"Individual","Zaatari District 10","North","Camp"
"34","EDUCATION","01/11/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","Camps","Girls","NRC","Camp    - ","Direct appeal","None","Yes","5","2",184,"Individual","Zaatari District 10","North","Camp"
"35","EDUCATION","01/08/2014","1. Access to appropriate opportunities","5. Youth benefit from post-basic & higher ed","# provided with post-basic education","ZARQA","Girls","NRC","Camp    - ","Direct appeal","None","Yes","1","1712",84,"Individual","Emirati Jordanian Camp (EJC)","North","Camp"
"3490","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1707",21,"Individual","Liwa ar Ramtha","North","Urban"
"3491","EDUCATION","01/05/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",40,"Individual","Maan Governorate","South","Urban"
"3492","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",413,"Individual","Mafraq Governorate","North","Camp"
"3493","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1707",2475,"Individual","Liwa ar Ramtha","North","Urban"
"3494","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Women","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",1875,"Individual","Zaatari Camp (all district)","North","Camp"
"3495","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AJLOUN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",240,"Individual","Ajlun Governorate","North","Camp"
"3496","EDUCATION","01/06/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Women","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",2132,"Individual","Zaatari Camp (all district)","North","Camp"
"3497","EDUCATION","01/06/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1712",271,"Individual","Zarqa City","North","Urban"
"3498","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",1207,"Individual","Irbid Governorate","North","Camp"
"3499","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","KARAK","Boys","SC Jordan","  Other  - ","Indirect appeal","UNICEF","Yes","3","1704",73,"Individual","Karak Governorate","South","Camp"
"3500","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",77,"Individual","Maan Governorate","South","Camp"
"3501","EDUCATION","01/07/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",352,"Individual","Irbid Governorate","North","Urban"
"3502","EDUCATION","01/06/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","JARASH","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1708",35,"Individual","Jarash City","North","Camp"
"3503","EDUCATION","01/10/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",8894,"Individual","Irbid Governorate","North","Camp"
"3504","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AJLOUN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",5,"Individual","Ajlun Governorate","North","Camp"
"3505","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AMMAN","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",216,"Individual","Amman Governorate","Center","Urban"
"3506","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AMMAN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",268,"Individual","Amman Governorate","Center","Camp"
"3507","EDUCATION","01/10/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",6346,"Individual","Mafraq Governorate","North","Urban"
"3508","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AMMAN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",4,"Individual","Amman Governorate","Center","Camp"
"3509","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Girls","SC Jordan","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","5","2",329,"Individual","Azraq Camp","North","Camp"
"3510","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1712",523,"Individual","Zarqa City","North","Urban"
"3511","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",68,"Individual","Irbid Governorate","North","Camp"
"3512","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",10,"Individual","Maan Governorate","South","Urban"
"3513","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",24,"Individual","Maan Governorate","South","Urban"
"3514","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Men","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",6945,"Individual","Zaatari Camp (all district)","North","Camp"
"3515","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1707",1595,"Individual","Liwa ar Ramtha","North","Urban"
"3516","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1707",24,"Individual","Liwa ar Ramtha","North","Camp"
"3517","EDUCATION","01/04/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","KARAK","Women","SC Jordan","  Other  - ","Indirect appeal","UNICEF","Yes","3","1704",647,"Individual","Karak Governorate","South","Urban"
"3518","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",63,"Individual","Irbid Governorate","North","Urban"
"3519","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Men","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","1","1712",641,"Individual","Emirati Jordanian Camp (EJC)","North","Camp"
"3520","EDUCATION","01/04/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1712",745,"Individual","Zarqa City","North","Urban"
"3521","EDUCATION","01/10/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AMMAN","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",12789,"Individual","Amman Governorate","Center","Urban"
"3522","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",2,"Individual","Maan Governorate","South","Urban"
"3523","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",779,"Individual","Irbid Governorate","North","Camp"
"3524","EDUCATION","01/05/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1712",728,"Individual","Zarqa City","North","Urban"
"3525","EDUCATION","01/09/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Men","SC Jordan","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","5","2",254,"Individual","Azraq Camp","North","Camp"
"3526","EDUCATION","01/05/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1712",795,"Individual","Zarqa City","North","Camp"
"3527","EDUCATION","01/09/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Men","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",19878,"Individual","Zaatari Camp (all district)","North","Camp"
"3528","EDUCATION","01/04/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Men","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","1","1712",2600,"Individual","Emirati Jordanian Camp (EJC)","North","Camp"
"3529","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",48,"Individual","Irbid Governorate","North","Urban"
"3530","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AMMAN","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",1511,"Individual","Amman Governorate","Center","Urban"
"3531","EDUCATION","01/05/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","JARASH","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1708",106,"Individual","Jarash City","North","Camp"
"3532","EDUCATION","01/04/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1707",435,"Individual","Liwa ar Ramtha","North","Urban"
"3533","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",19,"Individual","Maan Governorate","South","Camp"
"3534","EDUCATION","01/05/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Girls","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",918,"Individual","Zaatari Camp (all district)","North","Camp"
"3535","EDUCATION","01/01/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","KARAK","Women","SC Jordan","  Other  - ","Indirect appeal","UNICEF","Yes","3","1704",488,"Individual","Karak Governorate","South","Urban"
"3536","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AJLOUN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",9,"Individual","Ajlun Governorate","North","Camp"
"3537","EDUCATION","01/01/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AQABAH","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","3","1703",231,"Individual","Aqaba Governorate","South","Urban"
"3538","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AJLOUN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",10,"Individual","Ajlun Governorate","North","Camp"
"3539","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","KARAK","Women","SC Jordan","  Other  - ","Indirect appeal","UNICEF","Yes","3","1704",28,"Individual","Karak Governorate","South","Urban"
"3540","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1712",240,"Individual","Zarqa City","North","Urban"
"3541","EDUCATION","01/04/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","ZARQA","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1712",1126,"Individual","Zarqa City","North","Camp"
"3542","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Men","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",1801,"Individual","Zaatari Camp (all district)","North","Camp"
"3543","EDUCATION","01/08/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Men","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",8002,"Individual","Zaatari Camp (all district)","North","Camp"
"3544","EDUCATION","01/10/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Men","SC Jordan","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","5","2",610,"Individual","Azraq Camp","North","Camp"
"3545","EDUCATION","01/06/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",291,"Individual","Mafraq Governorate","North","Camp"
"3546","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",390,"Individual","Mafraq Governorate","North","Urban"
"3547","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",8,"Individual","Irbid Governorate","North","Urban"
"3548","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","JARASH","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1708",52,"Individual","Jarash City","North","Camp"
"3549","EDUCATION","01/04/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1707",1607,"Individual","Liwa ar Ramtha","North","Camp"
"3550","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AJLOUN","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",16,"Individual","Ajlun Governorate","North","Urban"
"3551","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","JARASH","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1708",3,"Individual","Jarash City","North","Camp"
"3552","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AJLOUN","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",11,"Individual","Ajlun Governorate","North","Urban"
"3553","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",11,"Individual","Mafraq Governorate","North","Urban"
"3554","EDUCATION","01/10/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AJLOUN","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1701",1135,"Individual","Ajlun Governorate","North","Urban"
"3555","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Girls","SC Jordan","Camp    - ","Indirect appeal","UNICEF","No","5","2",150,"Individual","Zaatari Camp (all district)","North","Camp"
"3556","EDUCATION","01/07/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AMMAN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",273,"Individual","Amman Governorate","Center","Camp"
"3557","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AMMAN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",742,"Individual","Amman Governorate","Center","Camp"
"3558","EDUCATION","01/03/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","JARASH","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","1","1708",29,"Individual","Jarash City","North","Urban"
"3559","EDUCATION","01/07/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","IRBID","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",577,"Individual","Irbid Governorate","North","Urban"
"3560","EDUCATION","01/11/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",14,"Individual","Mafraq Governorate","North","Camp"
"3561","EDUCATION","01/08/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","Camps","Women","SC Jordan","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","5","2",938,"Individual","Azraq Camp","North","Camp"
"3562","EDUCATION","01/01/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",888,"Individual","Maan Governorate","South","Camp"
"3563","EDUCATION","01/01/2015","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Boys","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",7,"Individual","Mafraq Governorate","North","Camp"
"3564","EDUCATION","01/01/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","AQABAH","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","No","3","1703",171,"Individual","Aqaba Governorate","South","Urban"
"3565","EDUCATION","01/02/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",72,"Individual","Maan Governorate","South","Urban"
"3566","EDUCATION","01/12/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAFRAQ","Women","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",13,"Individual","Mafraq Governorate","North","Urban"
"3567","EDUCATION","01/01/2014","1. Access to appropriate opportunities","1. Benefit from formal educ (prim & sec)","# provided with information relevant for education and assisted with referral services","MAAN","Girls","SC Jordan","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",967,"Individual","Maan Governorate","South","Urban"
