"","sector","StartDate","Category","activity","Indicator","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"63","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",74,"Individual","Al Balqa Governorate","Center","Camp"
"64","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",683,"Individual","Zarqa Governorate","North","Camp"
"65","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM"," Informal Tented Settlement   - ","Indirect appeal","None","Yes","2","1702",66,"Individual","Al Balqa Governorate","Center","Camp"
"66","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",2835,"Individual","Zarqa Governorate","North","Camp"
"67","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",842,"Individual","Al Balqa Governorate","Center","Camp"
"68","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",1659,"Individual","Zarqa Governorate","North","Camp"
"69","WASH","01/06/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",277,"Individual","Al Balqa Governorate","Center","Camp"
"70","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",399,"Individual","Al Balqa Governorate","Center","Camp"
"71","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",626,"Individual","Al Balqa Governorate","Center","Camp"
"72","WASH","01/02/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","AJLOUN","Boys","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1701",25,"Individual","Ajlun Governorate","North","Camp"
"73","WASH","01/06/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",789,"Individual","Zarqa Governorate","North","Camp"
"74","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",682,"Individual","Zarqa Governorate","North","Camp"
"546","WASH","01/10/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Men","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1579,"Individual","Zaatari District 6","North","Camp"
"547","WASH","01/11/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Men","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1579,"Individual","Zaatari District 6","North","Camp"
"548","WASH","01/11/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Women","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1842,"Individual","Zaatari District 6","North","Camp"
"549","WASH","01/11/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Girls","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",2201,"Individual","Zaatari District 6","North","Camp"
"550","WASH","01/10/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Women","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1842,"Individual","Zaatari District 6","North","Camp"
"551","WASH","01/10/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Girls","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",2201,"Individual","Zaatari District 6","North","Camp"
"552","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Boys","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",20,"Individual","Liwa Naur","Center","Camp"
"553","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",20,"Individual","Liwa Naur","Center","Urban"
"554","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",1433,"Individual","Amman Governorate","Center","Urban"
"555","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Girls","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",32,"Individual","Ajlun Governorate","North","other Affected"
"556","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","JARASH","Boys","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1708",44,"Individual","Jarash Governorate","North","Camp"
"557","WASH","01/09/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",45,"Individual","Liwa Bani Ubayid","North","Urban"
"558","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",3846,"Individual","Amman Governorate","Center","other Affected"
"559","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Girls","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",3,"Individual","Ajlun Governorate","North","Urban"
"560","WASH","01/08/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Boys","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",13,"Individual","Liwa Bani Ubayid","North","Camp"
"561","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Boys","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",86,"Individual","Amman Governorate","Center","Camp"
"562","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Women","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",5,"Individual","Ajlun Governorate","North","Urban"
"563","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",39,"Individual","Irbid City","North","Urban"
"564","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Women","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",76,"Individual","Ajlun Governorate","North","Urban"
"565","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",4,"Individual","Ajlun Governorate","North","other Affected"
"566","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Girls","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",51,"Individual","Mafraq Governorate","North","other Affected"
"567","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Girls","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",371,"Individual","Mafraq Governorate","North","Urban"
"568","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Boys","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",10,"Individual","Liwa Bani Ubayid","North","Camp"
"569","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Boys","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",988,"Individual","Zarqa City","North","Camp"
"570","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Women","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",1,"Individual","Ajlun Governorate","North","Urban"
"571","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",10,"Individual","Mafraq Governorate","North","other Affected"
"572","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Women","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,328,"Individual","Liwa al Hashimiyyah",,"Urban"
"573","WASH","01/07/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",35,"Individual","Liwa Bani Ubayid","North","Urban"
"574","WASH","01/09/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Boys","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",39,"Individual","Liwa Bani Ubayid","North","Camp"
"575","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","No","2","1702",271,"Individual","Al Balqa Governorate","Center","Urban"
"576","WASH","01/01/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Women","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",21875,"Individual","Liwa ar Ramtha","North","Urban"
"577","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Women","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",330,"Individual","Zarqa City","North","Urban"
"578","WASH","01/10/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Women","ACTED"," Informal Tented Settlement Urban areas - ","Direct appeal","None","Yes","1","1712",34,"Individual","Zarqa Governorate","North","Urban"
"579","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Boys","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",1037,"Individual","Amman Governorate","Center","Camp"
"580","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",162,"Individual","Liwa al Wasatiyah","North","other Affected"
"581","WASH","01/01/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Boys","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",21875,"Individual","Liwa ar Ramtha","North","Camp"
"582","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Girls","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",12,"Individual","Ajlun Governorate","North","other Affected"
"583","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Boys","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",12,"Individual","Amman Governorate","Center","Camp"
"584","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",65,"Individual","Amman Governorate","Center","Urban"
"585","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Boys","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",343,"Individual","Mafraq Governorate","North","Camp"
"586","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Boys","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",16,"Individual","Irbid City","North","Camp"
"587","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Women","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",970,"Individual","Zarqa City","North","Urban"
"588","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes",,,7043,"Individual","Liwa Qasabat az Zarqa",,"other Affected"
"589","WASH","01/10/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Boys","ACTED"," Informal Tented Settlement Urban areas - ","Direct appeal","None","Yes","1","1712",44,"Individual","Zarqa Governorate","North","Camp"
"590","WASH","01/10/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Girls","ACTED"," Informal Tented Settlement Urban areas - ","Direct appeal","None","Yes","1","1712",66,"Individual","Zarqa Governorate","North","other Affected"
"591","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Boys","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes",,,296,"Individual","Liwa Qasabat az Zarqa",,"Camp"
"592","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Women","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",44,"Individual","Mafraq Governorate","North","Urban"
"593","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Women","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",60,"Individual","Liwa Bani Ubayid","North","Urban"
"594","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Boys","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,402,"Individual","Liwa al Hashimiyyah",,"Camp"
"595","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",13,"Individual","Ajlun Governorate","North","other Affected"
"596","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Girls","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,197,"Individual","Liwa al Hashimiyyah",,"other Affected"
"597","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Boys","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",96,"Individual","Ajlun Governorate","North","Camp"
"598","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Men","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",269,"Individual","Zarqa City","North","other Affected"
"599","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Women","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",463,"Individual","Zarqa City","North","Urban"
"600","WASH","01/01/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Women","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",21875,"Individual","Liwa ar Ramtha","North","Urban"
"601","WASH","01/01/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",21875,"Individual","Liwa ar Ramtha","North","Urban"
"602","WASH","01/10/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Girls","ACTED"," Informal Tented Settlement Urban areas - ","Direct appeal","None","Yes","1","1712",29,"Individual","Zarqa Governorate","North","Urban"
"603","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Women","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",284,"Individual","Mafraq Governorate","North","Urban"
"604","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Girls","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",333,"Individual","Zarqa City","North","other Affected"
"605","WASH","01/01/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",21875,"Individual","Liwa ar Ramtha","North","other Affected"
"606","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Boys","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",18,"Individual","Liwa al Muwaqqar","Center","Camp"
"607","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Boys","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",77,"Individual","Liwa Bani Ubayid","North","Camp"
"608","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1707",11,"Individual","Irbid Governorate","North","Urban"
"609","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",15228,"Individual","Amman Governorate","Center","other Affected"
"610","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Girls","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,205,"Individual","Liwa al Hashimiyyah",,"other Affected"
"611","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","JARASH","Men","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1708",13,"Individual","Jarash Governorate","North","other Affected"
"612","WASH","01/10/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Women","ACTED"," Informal Tented Settlement Urban areas - ","Direct appeal","None","Yes","1","1712",53,"Individual","Zarqa Governorate","North","Urban"
"613","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Girls","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",1085,"Individual","Zarqa City","North","Urban"
"614","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Men","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",414,"Individual","Zarqa City","North","other Affected"
"615","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","JARASH","Girls","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1708",45,"Individual","Jarash Governorate","North","Urban"
"616","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Women","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",16,"Individual","Ajlun Governorate","North","Urban"
"617","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","2","1705",554,"Individual","Amman Governorate","Center","Camp"
"618","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Women","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,201,"Individual","Liwa al Hashimiyyah",,"Urban"
"619","WASH","01/07/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Women","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa Bani Ubayid","North","Urban"
"620","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Boys","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",2,"Individual","Ajlun Governorate","North","Camp"
"621","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",10,"Individual","Liwa Bani Ubayid","North","Urban"
"622","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Women","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",3750,"Individual","Liwa ar Ramtha","North","Urban"
"623","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Men","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,170,"Individual","Liwa al Hashimiyyah",,"other Affected"
"624","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",397,"Individual","Liwa Naur","Center","other Affected"
"625","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Women","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",828,"Individual","Zarqa City","North","Urban"
"626","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",1309,"Individual","Irbid City","North","other Affected"
"627","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",5,"Individual","Liwa al Wasatiyah","North","Urban"
"628","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes",,,10,"Individual","Liwa Qasabat az Zarqa",,"Urban"
"629","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Women","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",69,"Individual","Liwa Bani Ubayid","North","Urban"
"630","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Women","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","2","1705",536,"Individual","Amman Governorate","Center","Urban"
"631","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Boys","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,383,"Individual","Liwa al Hashimiyyah",,"Camp"
"632","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","BALQA","Women","OXFAM","   Urban areas - ","Indirect appeal","None","No","2","1702",268,"Individual","Al Balqa Governorate","Center","Urban"
"633","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Women","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,339,"Individual","Liwa al Hashimiyyah",,"Urban"
