"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"37292","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",20867,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Girls","Camp"
"37293","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",22371,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Boys","Camp"
"37294","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",22175,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Boys","Camp"
"37295","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",20889,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Girls","Camp"
"37296","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",15341,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Men","Camp"
"37297","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",22175,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Boys","Camp"
"37298","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",15423,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Men","Camp"
"37299","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17260,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"37300","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",15341,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Men","Camp"
"37301","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17279,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"37302","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17331,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"37303","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17279,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"37304","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",20889,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Girls","Camp"
"37305","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17350,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"37306","%  of MEN_IN_HOST_COMMUNITY with acceptable food consumption","%",604,"LWF","01/04/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Host Community"
"37308","%  of SYRIAN_MEN_IN_URBAN with acceptable food consumption","%",428,"LWF","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Urban"
"37311","% of SYRIAN_WOMEN_IN_URBAN with acceptable food consumption","%",1001,"LWF","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Women","Urban"
"37312","% of WOMEN_IN_HOST_COMMUNITY with acceptable food consumption","%",403,"LWF","01/04/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Host Community"
"37314","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",610,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37315","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",613,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"37316","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",645,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37317","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",647,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37318","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",715,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"37319","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",701,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"37320","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",610,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37321","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",625,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"37322","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",604,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37323","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",707,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"37324","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",717,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"37325","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",647,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37326","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",618,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"37327","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",712,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"37328","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",625,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"37329","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",613,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37330","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",627,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"37331","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",604,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37332","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",610,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37333","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",622,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"37334","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",635,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37335","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",715,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"37336","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",650,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37337","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",647,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37338","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",641,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37339","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",608,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"37340","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",625,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"37341","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",715,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"37342","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"37343","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"37344","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"37345","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37346","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",30277,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"37347","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37348","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37349","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37350","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",29360,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"37351","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"37352","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37353","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37354","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37355","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"37356","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"37357","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",13763,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37358","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"37359","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",18350,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37360","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"37361","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"37362","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",162,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"37363","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",144,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Men","Camp"
"37364","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",165,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"37365","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",60,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"37366","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",147,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Men","Camp"
"37367","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",171,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"37368","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",171,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"37369","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",52,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Men","Camp"
"37370","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",162,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"37371","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",147,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Men","Camp"
"37372","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",166,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"37373","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",57,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"37374","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",167,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"37375","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",162,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"37376","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",159,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"37377","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",162,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"37378","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",159,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"37379","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",166,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"37380","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",171,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"37381","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",162,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"37382","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",147,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Men","Camp"
"37383","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",148,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Men","Camp"
"37384","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",163,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"37385","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",58,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"37386","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",145,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Men","Camp"
"37387","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",168,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"37388","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",166,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"37389","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",171,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"37390","%  of SYRIAN_MEN_IN_URBAN with acceptable food consumption","%",0,"IOCC","01/02/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Urban"
"37391","#  of SYRIAN_MEN_IN_URBAN receiving food assistance","# men",0,"IOCC","01/01/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Urban"
"37392","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"IOCC","01/05/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Host Community"
"37393","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",0,"IOCC","01/02/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Camp"
"37394","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"IOCC","01/04/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Host Community"
"37395","# of SYRIAN_WOMEN_IN_URBAN receiving food assistance","# women",0,"IOCC","01/07/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Women","Urban"
"37396","%  of SYRIAN_MEN_IN_URBAN with acceptable food consumption","%",0,"IOCC","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Urban"
"37397","% of SYRIAN_WOMEN_IN_URBAN with acceptable food consumption","%",0,"IOCC","01/02/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Women","Urban"
"37398","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"IOCC","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Host Community"
"37401","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",0,"IOCC","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Camp"
