"","sector","StartDate","Category","activity","Indicator","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"46","PROTECTION","01/11/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1402,"Individual","Irbid Governorate","North","Urban"
"47","PROTECTION","01/10/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1302,"Individual","Irbid Governorate","North","Urban"
"48","PROTECTION","01/08/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1272,"Individual","Irbid Governorate","North","Urban"
"49","PROTECTION","01/10/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",20,"Individual","Irbid Governorate","North","Urban"
"50","PROTECTION","01/04/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1200,"Individual","Irbid Governorate","North","Urban"
"51","PROTECTION","01/05/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1272,"Individual","Irbid Governorate","North","Urban"
"52","PROTECTION","01/08/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","MAFRAQ","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1711",757,"Individual","Mafraq Governorate","North","Urban"
"53","PROTECTION","01/07/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","MADABA","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","2","1710",2250,"Individual","Madaba City","Center","Urban"
"54","PROTECTION","01/11/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",11,"Individual","Irbid Governorate","North","Urban"
"55","PROTECTION","01/06/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1553,"Individual","Irbid Governorate","North","Urban"
"56","PROTECTION","01/04/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","MAFRAQ","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1711",757,"Individual","Mafraq Governorate","North","Urban"
"57","PROTECTION","01/05/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","MAFRAQ","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1711",757,"Individual","Mafraq Governorate","North","Urban"
"58","PROTECTION","01/06/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","MAFRAQ","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1711",780,"Individual","Mafraq Governorate","North","Urban"
"59","PROTECTION","01/02/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",57500,"Individual","Liwa Qasabat Irbid","North","Urban"
"60","PROTECTION","01/10/2014","2. Empowerment","2. Coexistence with local communities","# benefiting from community-support project","MAFRAQ","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1711",757,"Individual","Mafraq Governorate","North","Urban"
"75","PROTECTION","01/05/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",6,"Individual","Amman Governorate","Center","Urban"
"76","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","ZARQA","Men","UPP","   Urban areas - ","Direct appeal","None","Yes","1","1712",4,"Individual","Zarqa City","North","Urban"
"77","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","BALQA","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","2","1702",5,"Individual","Liwa ash Shunah al Janubiyah","Center","Urban"
"78","PROTECTION","01/11/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1707",277,"Individual","Irbid Governorate","North","Urban"
"79","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","ZARQA","Men","UPP","   Urban areas - ","Direct appeal","None","Yes","1","1712",5,"Individual","Zarqa City","North","Urban"
"80","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","BALQA","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","2","1702",11,"Individual","Liwa ash Shunah al Janubiyah","Center","Urban"
"81","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1711",182,"Individual","Mafraq Governorate","North","Urban"
"82","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","BALQA","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","2","1702",25,"Individual","Liwa Dayr Alla","Center","Urban"
"83","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","SC Jordan","   Urban areas - ","Appeal outside of RRP6","None","No","1","1711",9,"Individual","Mafraq Governorate","North","Urban"
"84","PROTECTION","01/05/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","TAFILAH","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1706",7,"Individual","Tafileh Governorate","South","Urban"
"85","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNHCR","Yes","2","1705",8,"Individual","Amman Governorate","Center","Urban"
"86","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","BALQA","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","2","1702",5,"Individual","As Salt City","Center","Urban"
"87","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)",,"Men","Intersos"," Informal Tented Settlement   - ","Indirect appeal","UNICEF","Yes",,,6,"Individual","Irbid",,"Urban"
"88","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","1","1707",30,"Individual","Liwa al Aghwar ash Shamaliyah","North","Urban"
"89","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1711",16,"Individual","Mafraq Governorate","North","Urban"
"90","PROTECTION","01/01/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",12,"Individual","Amman Governorate","Center","Urban"
"91","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","JARASH","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","1","1708",29,"Individual","Liwa Qasabat Jarash","North","Urban"
"92","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AJLOUN","Men","IRD"," Informal Tented Settlement Urban areas - ","Indirect appeal","UNHCR","Yes","1","1701",85,"Individual","Ajlun Governorate","North","Urban"
"93","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",35,"Individual","Irbid Governorate","North","Urban"
"94","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","TAFILAH","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1706",8,"Individual","Tafileh Governorate","South","Urban"
"95","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","BALQA","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","2","1702",144,"Individual","Liwa Dayr Alla","Center","Urban"
"96","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",131,"Individual","Mafraq Governorate","North","Urban"
"97","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AQABAH","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1703",18,"Individual","Aqaba Governorate","South","Urban"
"98","PROTECTION","01/10/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1711",11,"Individual","Mafraq Governorate","North","Urban"
"99","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","TAFILAH","Men","ICCS","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1706",17,"Individual","Liwa Qasabat at Tafilah","South","Urban"
"100","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1707",85,"Individual","Irbid Governorate","North","Urban"
"101","PROTECTION","01/01/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",12,"Individual","Irbid Governorate","North","Urban"
"102","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAAN","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1709",11,"Individual","Maan Governorate","South","Urban"
"103","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",7,"Individual","Irbid Governorate","North","Urban"
"104","PROTECTION","01/11/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",124,"Individual","Irbid Governorate","North","Urban"
"105","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",12,"Individual","Irbid Governorate","North","Urban"
"106","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","2","1705",67,"Individual","Amman Governorate","Center","Urban"
"107","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","KARAK","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1704",56,"Individual","Karak Governorate","South","Urban"
"108","PROTECTION","01/01/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","1","1707",1,"Individual","Liwa al Aghwar ash Shamaliyah","North","Urban"
"109","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAAN","Men","ICCS","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1709",2,"Individual","Liwa Qasabat Maan","South","Urban"
"110","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",95,"Individual","Irbid City","North","Urban"
"111","PROTECTION","01/07/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",44,"Individual","Irbid Governorate","North","Urban"
"112","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1707",114,"Individual","Irbid Governorate","North","Urban"
"113","PROTECTION","01/09/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAAN","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1709",17,"Individual","Maan Governorate","South","Urban"
"114","PROTECTION","01/11/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AJLOUN","Men","IRD"," Informal Tented Settlement Urban areas - ","Indirect appeal","UNHCR","Yes","1","1701",109,"Individual","Ajlun Governorate","North","Urban"
"115","PROTECTION","01/01/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","BALQA","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","2","1702",9,"Individual","Liwa Dayr Alla","Center","Urban"
"116","PROTECTION","01/09/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",12,"Individual","Liwa Bani Ubayid","North","Urban"
"117","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","KARAK","Men","ICCS","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1704",44,"Individual","Liwa al Mazar al Janubi","South","Urban"
"118","PROTECTION","01/11/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","ICCS","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",1,"Individual","Liwa al Kurah","North","Urban"
"119","PROTECTION","01/10/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","ZARQA","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1712",51,"Individual","Zarqa Governorate","North","Urban"
"120","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MADABA","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1710",6,"Individual","Madaba Governorate","Center","Urban"
"121","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",57,"Individual","Irbid Governorate","North","Urban"
"122","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1707",101,"Individual","Irbid Governorate","North","Urban"
"123","PROTECTION","01/10/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1707",158,"Individual","Irbid Governorate","North","Urban"
"124","PROTECTION","01/05/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","2","1705",64,"Individual","Amman Governorate","Center","Urban"
"125","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",16,"Individual","Irbid Governorate","North","Urban"
"126","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","UPP","   Urban areas - ","Indirect appeal","UNFPA","Yes","1","1707",5,"Individual","Liwa Qasabat Irbid","North","Urban"
"127","PROTECTION","01/07/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MADABA","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","2","1710",20,"Individual","Madaba Governorate","Center","Urban"
"128","PROTECTION","01/09/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AQABAH","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1703",78,"Individual","Aqaba Governorate","South","Urban"
"129","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",6,"Individual","Mafraq Governorate","North","Urban"
"130","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",68,"Individual","Irbid Governorate","North","Urban"
"131","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",34,"Individual","Amman Governorate","Center","Urban"
"132","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","IRC","   Urban areas - ","Direct appeal","None","Yes","1","1711",75,"Individual","Mafraq City","North","Urban"
"133","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","TAFILAH","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1706",25,"Individual","Tafileh Governorate","South","Urban"
"134","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",116,"Individual","Liwa Bani Ubayid","North","Urban"
"135","PROTECTION","01/02/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",6,"Individual","Irbid Governorate","North","Urban"
"136","PROTECTION","01/09/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",5,"Individual","Mafraq Governorate","North","Urban"
"137","PROTECTION","01/07/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","UPP","   Urban areas - ","Indirect appeal","UNFPA","Yes","1","1707",1,"Individual","Liwa Qasabat Irbid","North","Urban"
"138","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","2","1705",33,"Individual","Amman Governorate","Center","Urban"
"139","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","KARAK","Men","ICCS","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1704",62,"Individual","Liwa al Aghwar al Janubiyah","South","Urban"
"140","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","ICCS","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",1,"Individual","Liwa al Kurah","North","Urban"
"141","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",14,"Individual","Irbid Governorate","North","Urban"
"142","PROTECTION","01/11/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","SC Jordan","   Urban areas - ","Appeal outside of RRP6","None","No","2","1705",4,"Individual","Amman Governorate","Center","Urban"
"143","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","BALQA","Men","Intersos","   Urban areas - ","Direct appeal","None","Yes","2","1702",126,"Individual","Liwa ash Shunah al Janubiyah","Center","Urban"
"144","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",7,"Individual","Amman Governorate","Center","Urban"
"145","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","2","1705",89,"Individual","Amman Governorate","Center","Urban"
"146","PROTECTION","01/05/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","1","1707",132,"Individual","Liwa al Aghwar ash Shamaliyah","North","Urban"
"147","PROTECTION","01/12/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","CARE","   Urban areas - ","Direct appeal","None","Yes","1","1707",450,"Individual","Irbid Governorate","North","Urban"
"148","PROTECTION","01/06/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","KARAK","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","3","1704",10,"Individual","Karak Governorate","South","Urban"
"149","PROTECTION","01/01/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","KARAK","Men","UPP","   Urban areas - ","Direct appeal","None","Yes","3","1704",13,"Individual","Karak City","South","Urban"
"150","PROTECTION","01/08/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AJLOUN","Men","Intersos","   Urban areas - ","Direct appeal","None","Yes","1","1701",216,"Individual","Ajlun Governorate","North","Urban"
"151","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","ZARQA","Men","UPP","   Urban areas - ","Indirect appeal","UNFPA","Yes","1","1712",5,"Individual","Liwa Qasabat Az Zarqa","North","Urban"
"152","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","UPP","   Urban areas - ","Indirect appeal","UNFPA","Yes","2","1705",2,"Individual","Liwa Qasabat Amman","Center","Urban"
"153","PROTECTION","01/10/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","JARASH","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1708",70,"Individual","Jarash Governorate","North","Urban"
"154","PROTECTION","01/03/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","AMMAN","Men","IFH/NHF ","   Urban areas - ","Indirect appeal","UNFPA","Yes","2","1705",12,"Individual","Amman Governorate","Center","Urban"
"155","PROTECTION","01/10/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAAN","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","3","1709",24,"Individual","Maan Governorate","South","Urban"
"156","PROTECTION","01/10/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","MAFRAQ","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",21,"Individual","Mafraq Governorate","North","Urban"
"157","PROTECTION","01/04/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","KARAK","Men","ICCS","   Urban areas - ","Indirect appeal","UNICEF","Yes","3","1704",46,"Individual","Liwa al Aghwar al Janubiyah","South","Urban"
"158","PROTECTION","01/10/2014","2. Empowerment","5. Psychosocial support services","# benefiting from psychosocial support services (level 2 & 3)","IRBID","Men","Intersos","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",60,"Individual","Irbid Governorate","North","Urban"
