,locationName,locationId,indicatorId,indicatorName,units,indicatorCategory,value,activityId,activityName,activityCategory,month,locationCode,partnerId,partnerName,Implementation,implementation..direct.indirect.,locationx,locationy,governorate,region,district,subdistrict,refugee.camps,camp.districts,databaseId,databaseName,Sector,activity2,objective,RegionCODE,Area2
22,Ajlun Governorate,652847580,409996521,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,100,43230,[RES3.1.1]KG teachers trained on ECE,EDU[RES3.1]KG for JOR,2015-10,JOR001,436,WVI,direct,,35.71104,32.2968,Ajlun,North,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,KG teachers trained on ECE,KG for JOR,1701,AJLOUN
23,Ajlun Governorate,652847580,571060230,Budget Requirement for 2016,USD $,,4853,43243,[RES1.2.1]LED Lights,ENG[RES1.2]RE&EE Solutions,2016-01,JOR001,20,NRC,direct,,35.71104,32.2968,Ajlun,North,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,ENERGY,LED Lights,RE&EE Solutions,1701,AJLOUN
24,Ajlun Governorate,652847580,98149665,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43242,[RES1.1.3]Awarenesss events,ENG[RES1.1]Energy Efficiency,2016-01,JOR001,20,NRC,direct,,35.71104,32.2968,Ajlun,North,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,ENERGY,Awarenesss events,Energy Efficiency,1701,AJLOUN
25,Ajlun Governorate,652847580,154925395,# of schools expanded withadditional classrooms equipped with furniture,#,,20,43231,[RES3.2.1]Constr. Schools,EDU[RES3.2]Formal Educ. for JOR,2015-10,JOR001,436,WVI,direct,,35.71104,32.2968,Ajlun,North,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Constr. Schools,Formal Educ. for JOR,1701,AJLOUN
26,Ajlun Governorate,652847580,162651295,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,7,43245,[RES1.2.3]Solar Water heaters,ENG[RES1.2]RE&EE Solutions,2016-01,JOR001,20,NRC,direct,,35.71104,32.2968,Ajlun,North,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,ENERGY,Solar Water heaters,RE&EE Solutions,1701,AJLOUN
27,Al Balqa Governorate,850741481,839405197,# of primary health care facilities provided with the integrated management of NCDs,#,,1,43297,[RES1.1.1]NCDs,HLTH[RES1.1]Primary Health Care,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,NCDs,Primary Health Care,1702,Balqa
28,Al Balqa Governorate,850741481,1975826416,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43300,[RES1.1.4]Reprod. Health,HLTH[RES1.1]Primary Health Care,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Reprod. Health,Primary Health Care,1702,Balqa
29,Al Balqa Governorate,850741481,853483580,Budget Requirement for 2016,USD $,,23205,43391,[RES1.6.1]WAJ O&D,WASH[RES1.6]WAJ O&D capacity,2016-01,JOR002,53,OXFAM,direct,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,WASH,WAJ O&D,WAJ O&D capacity,1702,Balqa
30,Al Balqa Governorate,850741481,379573388,Budget Requirement for 2016,USD $,,1250,43297,[RES1.1.1]NCDs,HLTH[RES1.1]Primary Health Care,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,NCDs,Primary Health Care,1702,Balqa
31,Al Balqa Governorate,850741481,1267798385,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43297,[RES1.1.1]NCDs,HLTH[RES1.1]Primary Health Care,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,NCDs,Primary Health Care,1702,Balqa
32,Al Balqa Governorate,850741481,1052999630,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43308,[RES3.1.1]Comm Health awareness,HLTH[RES3.1]Community Interventions,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Comm Health awareness,Community Interventions,1702,Balqa
33,Al Balqa Governorate,850741481,733513060,Budget Requirement for 2016,USD $,,43750,43300,[RES1.1.4]Reprod. Health,HLTH[RES1.1]Primary Health Care,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Reprod. Health,Primary Health Care,1702,Balqa
34,Al Balqa Governorate,850741481,1766755298,# of community health awareness sessions conducted in community care,#,,1,43308,[RES3.1.1]Comm Health awareness,HLTH[RES3.1]Community Interventions,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Comm Health awareness,Community Interventions,1702,Balqa
35,Al Balqa Governorate,850741481,1117385007,# of primary health care facilities supported with comprehensive reproductive health services,#,,1,43300,[RES1.1.4]Reprod. Health,HLTH[RES1.1]Primary Health Care,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Reprod. Health,Primary Health Care,1702,Balqa
36,Al Balqa Governorate,850741481,1694648225,Budget Requirement for 2016,USD $,,12500,44383,[RES4.1.3]Medical Equip/Supplies,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Medical Equip/Supplies,Nat.Health System Capacity,1702,Balqa
37,Al Balqa Governorate,850741481,1362092793,Budget Requirement for 2016,USD $,,266666,43278,[RES2.4.1]Microbusiness start up,FOOD/LIV[2.4]MSMEs for JOR,2016-01,JOR002,53,OXFAM,direct,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Microbusiness start up,MSMEs for JOR,1702,Balqa
38,Al Balqa Governorate,850741481,1058147815,Budget Requirement for 2016,USD $,,1250,43309,[RES3.1.2]Comm Rehab services,HLTH[RES3.1]Community Interventions,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Comm Rehab services,Community Interventions,1702,Balqa
39,Al Balqa Governorate,850741481,1194430161,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,%,,0,44383,[RES4.1.3]Medical Equip/Supplies,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Medical Equip/Supplies,Nat.Health System Capacity,1702,Balqa
40,Al Balqa Governorate,850741481,1866116043,Budget Requirement for 2016,USD $,,1250,44382,[RES4.1.2]Human resources strengthened,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Human resources strengthened,Nat.Health System Capacity,1702,Balqa
41,Al Balqa Governorate,850741481,1443792337,Budget Requirement for 2016,USD $,,1250,43308,[RES3.1.1]Comm Health awareness,HLTH[RES3.1]Community Interventions,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Comm Health awareness,Community Interventions,1702,Balqa
42,Al Balqa Governorate,850741481,37682562,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,100,43391,[RES1.6.1]WAJ O&D,WASH[RES1.6]WAJ O&D capacity,2016-01,JOR002,53,OXFAM,direct,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,WASH,WAJ O&D,WAJ O&D capacity,1702,Balqa
43,Al Balqa Governorate,850741481,36359894,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43309,[RES3.1.2]Comm Rehab services,HLTH[RES3.1]Community Interventions,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Comm Rehab services,Community Interventions,1702,Balqa
44,Al Balqa Governorate,850741481,721867002,# of health providers trained and recruited in sub-specialties,#,,1,44382,[RES4.1.2]Human resources strengthened,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Human resources strengthened,Nat.Health System Capacity,1702,Balqa
45,Al Balqa Governorate,850741481,658861252,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43278,[RES2.4.1]Microbusiness start up,FOOD/LIV[2.4]MSMEs for JOR,2016-01,JOR002,53,OXFAM,direct,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Microbusiness start up,MSMEs for JOR,1702,Balqa
46,Al Balqa Governorate,850741481,1820300532,# of facilities provided new medical equipment and supplies,#,,1,44383,[RES4.1.3]Medical Equip/Supplies,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Medical Equip/Supplies,Nat.Health System Capacity,1702,Balqa
47,Al Balqa Governorate,850741481,2007982182,# of community workers trained in the identification and referral of mental health cases,#,,2,43309,[RES3.1.2]Comm Rehab services,HLTH[RES3.1]Community Interventions,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Comm Rehab services,Community Interventions,1702,Balqa
48,Al Balqa Governorate,850741481,863197966,# of microbusinesses established,#,,20,43278,[RES2.4.1]Microbusiness start up,FOOD/LIV[2.4]MSMEs for JOR,2016-01,JOR002,53,OXFAM,direct,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Microbusiness start up,MSMEs for JOR,1702,Balqa
49,Al Balqa Governorate,850741481,1598372607,# of WOMEN supported to start businesses,# women,,150,43278,[RES2.4.1]Microbusiness start up,FOOD/LIV[2.4]MSMEs for JOR,2016-01,JOR002,53,OXFAM,direct,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Microbusiness start up,MSMEs for JOR,1702,Balqa
50,Al Balqa Governorate,850741481,798602966,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,%,,0,44382,[RES4.1.2]Human resources strengthened,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR002,1070,PU-AMI,indirect,,35.609543,31.967624,Al Balqa,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Human resources strengthened,Nat.Health System Capacity,1702,Balqa
51,Amman,172319779,856947667,# of children and youth MALE benefiting  from alternative education service such as non-formal education,# male,,1350,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1705,AMMAN
52,Amman,172319779,9647577,Budget Requirement for 2016,USD $,,3826353,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1705,AMMAN
53,Amman,172319779,584586017,# of new PTAs established and trained.,#,,36,43228,[RES2.2.3]Engage Parents etc,"EDU[RES2.2]Safe, Violence-Free, Learning for JOR",2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Engage Parents etc,"Safe, Violence-Free, Learning for JOR",1705,AMMAN
54,Amman,172319779,253182923,Budget Requirement for 2016,USD $,,3826353,43228,[RES2.2.3]Engage Parents etc,"EDU[RES2.2]Safe, Violence-Free, Learning for JOR",2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Engage Parents etc,"Safe, Violence-Free, Learning for JOR",1705,AMMAN
55,Amman,172319779,1668611240,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43366,[RES2.4.6]Capacity of Govt increased,SHLT[RES2.4]Affordable Housing,2016-01,,1033,UNHABITAT,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,SHELTER,Capacity of Govt increased,Affordable Housing,1705,AMMAN
56,Amman,172319779,9647577,Budget Requirement for 2016,USD $,,3826353,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1705,AMMAN
57,Amman,172319779,1881877176,# of children and youth FEMALE benefiting from alternative education service such as non-formal education,# female,,90,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1705,AMMAN
58,Amman,172319779,856947667,# of children and youth MALE benefiting  from alternative education service such as non-formal education,# male,,90,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1705,AMMAN
59,Amman,172319779,1980097786,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,100,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1705,AMMAN
60,Amman,172319779,1218636600,Budget Requirement for 2016,USD $,,1300000,43209,RES[2.1.3]Basic Needs/Zakat for JOR,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,BASIC NEEDS,Basic Needs/Zakat for JOR,"Expand NAF, MOSD, ZAKAT, cash and in-kin",1705,AMMAN
61,Amman,172319779,1866785118,Budget Requirement for 2016,USD $,,3826353,43223,[RES2.1.2]In-Service Training,EDU[RES2.1]Teacher Training JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,In-Service Training,Teacher Training JOR,1705,AMMAN
62,Amman,172319779,890455974,# of MoPWH and MoMA staff trained,#,,0,43366,[RES2.4.6]Capacity of Govt increased,SHLT[RES2.4]Affordable Housing,2016-01,,1033,UNHABITAT,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,SHELTER,Capacity of Govt increased,Affordable Housing,1705,AMMAN
63,Amman,172319779,894970957,# of vulnerable Jordanian HH receiving basic needs support,#,,350,43209,RES[2.1.3]Basic Needs/Zakat for JOR,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,BASIC NEEDS,Basic Needs/Zakat for JOR,"Expand NAF, MOSD, ZAKAT, cash and in-kin",1705,AMMAN
64,Amman,172319779,1243621918,# of MEN_IN_HOST_COMMUNITY sensitized on CP and better parenting issues,# men,,2000,43350,[RES1.2.3]Families mobilized,PROT[RES1.2]Child Protection for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Families mobilized,Child Protection for JOR,1705,AMMAN
65,Amman,172319779,72058949,# of MOE teachers trained including KG teachers,#,,54,43223,[RES2.1.2]In-Service Training,EDU[RES2.1]Teacher Training JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,In-Service Training,Teacher Training JOR,1705,AMMAN
66,Amman,172319779,1975268682,# of WOMEN_IN_HOST_COMMUNITY sensitized on CP and better parenting issues,# women,,2000,43350,[RES1.2.3]Families mobilized,PROT[RES1.2]Child Protection for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Families mobilized,Child Protection for JOR,1705,AMMAN
67,Amman,172319779,1181960028,Budget Requirement for 2016,USD $,,178579.165,43366,[RES2.4.6]Capacity of Govt increased,SHLT[RES2.4]Affordable Housing,2016-01,,1033,UNHABITAT,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,SHELTER,Capacity of Govt increased,Affordable Housing,1705,AMMAN
68,Amman,172319779,1881877176,# of children and youth FEMALE benefiting from alternative education service such as non-formal education,# female,,1350,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1705,AMMAN
69,Amman,172319779,1943762836,Budget Requirement for 2016,USD $,,3826353,43350,[RES1.2.3]Families mobilized,PROT[RES1.2]Child Protection for JOR,2016-01,,574,SCI,direct,,,,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Families mobilized,Child Protection for JOR,1705,AMMAN
70,Amman Governorate,335621882,253182923,Budget Requirement for 2016,USD $,,48820,43228,[RES2.2.3]Engage Parents etc,"EDU[RES2.2]Safe, Violence-Free, Learning for JOR",2015-10,JOR005,436,WVI,direct,,35.945705,31.956582,Amman,Central,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Engage Parents etc,"Safe, Violence-Free, Learning for JOR",1705,AMMAN
