"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"640","HEALTH","28/02/2015","Integrated Community Interventions","Community Mental Hlth services","NA","# of male community workers trained in psychological first aid","ZaatariCamp","","WHO","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",3,"# of staff","Zaatari Camp (all district)","North",""
"647","EDUCATION","28/02/2015","Quality/Protective Learning Environs.","Training Edc. Service Providers","NA","# of teachers, school supervisors, counsellors and other educational personnel trained","ZaatariCamp","","NRC","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",5,"# of staff","Zaatari District 8","North",""
"650","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","Psychosocial Support","NA","# of CFS/AFS operational","ZaatariCamp","","MC","Camp    - ","Indirect appeal","UNICEF","Yes","1","1711",2,"# of facilities","Zaatari Camp (all district)","North",""
"659","BASICNEEDS","31/01/2015","Basic HH Needs are met","Seasonal Assist for Harsh Weather","NA","# of MHH receiving seasonal assistance","ZaatariCamp","","JEN","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",1084,"# of case","Zaatari District 6","North",""
"664","EDUCATION","28/02/2015","Quality/Protective Learning Environs.","Training Edc. Service Providers","NA","# of teachers, school supervisors, counsellors and other educational personnel trained","ZaatariCamp","","NRC","Camp    - ","Indirect appeal","UNICEF","Yes","1","1711",6,"# of staff","Zaatari District 10","North",""
"669","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","Psychosocial Support","NA","# of women safe spaces operational","ZaatariCamp","","MC","Camp    - ","Indirect appeal","UNICEF","Yes","1","1711",1,"# of facilities","Zaatari Camp (all district)","North",""
"670","EDUCATION","31/01/2015","Access to Inclusive Education","Formal Educ Prim/Secondary","NA","Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children","ZaatariCamp","","RI","Camp    - ","Indirect appeal","UNICEF","Yes","1","1711",65,"# of staff","Zaatari District 3","North",""
"676","PROTECTION","28/02/2015","Child Protection","CP Systems Capacity Increased","NA","# of Males GoJ officials, civil society & humanitarian workers trained on CP","ZaatariCamp","","IRC","Camp    - ","Indirect appeal","UNICEF","Yes","1","1711",23,"# of staff","Zaatari Camp (all district)","North",""
"682","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","Community Self-Mngmt","NA","Total # of refugee committees.","ZaatariCamp","","IRD","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",3,"# comitte","Zaatari Camp (all district)","North",""
"688","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","Psychosocial Support","NA","# of women safe spaces operational","ZaatariCamp","","MC","Camp    - ","Indirect appeal","UNICEF","Yes","1","1711",1,"# of facilities","Zaatari Camp (all district)","North",""
"689","EDUCATION","28/02/2015","Access to Inclusive Education","Formal Educ Prim/Secondary","NA","Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children","ZaatariCamp","","RI","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",41,"# of staff","Zaatari District 5","North",""
"695","HEALTH","31/01/2015","Primary Health Care","Inf/Child Feeding practice","NA","# caregivers/ mothers reached with IYCF services","ZaatariCamp","","JHAS","Camp    - ","Indirect appeal","MEDAIR","Yes","1","1711",66,"# of benef","Zaatari Camp (all district)","North",""
"714","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","Psychosocial Support","NA","# of community centres operational","ZaatariCamp","","IRD","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",5,"# of facilities","Zaatari Camp (all district)","North",""
"715","SHELTER","28/02/2015","Camps Adequate Shelter & Services","Provision of emergency shelters to af","NA","# of households headed by women, girls, boys or men provided by emergency shelters","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",150,"# of HH","Zaatari Camp (all district)","North",""
"722","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","Psychosocial Support","NA","# of community centres operational","ZaatariCamp","","LWF","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",1,"# of facilities","Zaatari District 5","North",""
"724","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","Psychosocial Support","NA","# of women safe spaces operational","ZaatariCamp","","UNWOMEN","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",1,"# of facilities","Zaatari District 4","North",""
"742","EDUCATION","28/02/2015","Access to Inclusive Education","Formal Educ Prim/Secondary","NA","Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children","ZaatariCamp","","RI","Camp    - ","Indirect appeal","UNICEF","Yes","1","1711",42,"# of staff","Zaatari District 8","North",""
"1179","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Girls (Age 0-17)- # in Female Headed Household receiving HH Items","ZaatariCamp","Girls","IRC","Camp    - ","Direct appeal","IRC","Yes","1","1711",2,"# of benef","Zaatari District 3","North","Camp"
"1180","BASICNEEDS","28/02/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Men (Age 18 and above)- # in Female Headed Household receiving HH Items","ZaatariCamp","Men","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",108,"# of benef","Zaatari Camp (all district)","North","Camp"
"1181","BASICNEEDS","28/02/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Girls (Age 0-17)- # in Female Headed Household receiving HH Items","ZaatariCamp","Girls","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",137,"# of benef","Zaatari Camp (all district)","North","Camp"
"1182","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Men (Age 18 and above)- # in Female Headed Household receiving HH Items","ZaatariCamp","Men","IRC","Camp    - ","Direct appeal","IRC","Yes","1","1711",603,"# of benef","Zaatari District 3","North","Camp"
"1183","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Boys (Age 0-17)- # in Female Headed Household receiving HH Items","ZaatariCamp","Boys","IRC","Camp    - ","Direct appeal","IRC","Yes","1","1711",300,"# of benef","Zaatari District 3","North","Camp"
"1184","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Boys (Age 0-17)- # in Female Headed Household receiving HH Items","ZaatariCamp","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",1000,"# of benef","Zaatari District 1","North","Camp"
"1185","BASICNEEDS","28/02/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Women (Age 18 and above)- # in Female Headed Household receiving HH Items","ZaatariCamp","Women","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",118,"# of benef","Zaatari Camp (all district)","North","Camp"
"1186","BASICNEEDS","28/02/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Women (Age 18 and above)- # in Female Headed Household receiving HH Items","ZaatariCamp","Women","ActionAid","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",350,"# of benef","Zaatari Camp (all district)","North","Camp"
"1187","BASICNEEDS","28/02/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Boys (Age 0-17)- # in Female Headed Household receiving HH Items","ZaatariCamp","Boys","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",145,"# of benef","Zaatari Camp (all district)","North","Camp"
"1188","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Women (Age 18 and above)- # in Female Headed Household receiving HH Items","ZaatariCamp","Women","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",225,"# of benef","Zaatari Camp (all district)","North","Camp"
"1189","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Girls (Age 0-17)- # in Female Headed Household receiving HH Items","ZaatariCamp","Girls","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",267,"# of benef","Zaatari Camp (all district)","North","Camp"
"1192","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Boys (Age 0-17)- # in Female Headed Household receiving HH Items","ZaatariCamp","Boys","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",282,"# of benef","Zaatari Camp (all district)","North","Camp"
"1193","BASICNEEDS","31/01/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Men (Age 18 and above)- # in Female Headed Household receiving HH Items","ZaatariCamp","Men","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",211,"# of benef","Zaatari Camp (all district)","North","Camp"
"1194","BASICNEEDS","31/03/2015","Basic HH Needs are met","Provision of NFIs/Vouchers (Camp)","# in Female Headed Household receiving HH Items","Camps Syrian Women (Age 18 and above)- # in Female Headed Household receiving HH Items","ZaatariCamp","Women","ActionAid","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",50,"# of benef","Zaatari Camp (all district)","North","Camp"
