"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"39230","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"39231","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"39232","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",26,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"39233","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"39234","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"39235","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"39236","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"39237","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"39238","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",9,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"39239","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",4,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"39240","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39241","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39242","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39243","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",6,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"39244","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"39245","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",11,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"39246","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"39247","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"39248","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"39249","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"39250","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"39251","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"39252","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"39253","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"39254","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39255","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39256","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"39257","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"39258","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"39259","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39260","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"39261","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39262","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39263","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"39264","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",6,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39265","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"39266","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"39267","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"39268","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"39269","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",9,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"39270","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"39271","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"39272","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",33,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"39273","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"39274","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Urban"
"39275","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"39276","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"39277","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39278","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39279","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"39280","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"39281","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"39282","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39283","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"39284","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39285","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Urban"
"39286","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"39287","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"39288","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"39289","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39290","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"39291","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39292","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"39293","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"39294","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"39295","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"39296","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39297","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",11,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39298","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",4,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39299","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39300","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"39301","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Urban"
"39302","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",71,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"39303","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",29,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"39304","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Urban"
"39305","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"39306","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"39307","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"39308","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"39309","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"39310","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",27,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Urban"
