"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"59","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",909,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"60","# of SYRIAN_MEN_IN_CAMPS provided with new arrival kits","#",676,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"61","# of SYRIAN_WOMEN_IN_CAMPS provided with new arrival kits","#",793,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"63","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",731,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"65","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",2154,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"66","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",2593,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"67","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",882,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"69","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",1292,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"70","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",1106,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"71","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",879,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"73","# of SYRIAN_MEN_IN_CAMPS provided with new arrival kits","#",611,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"75","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",4085,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"77","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",1291,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"79","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",3618,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"80","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3658,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"81","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",3618,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"83","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3284,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"84","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3658,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"85","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",2738,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"86","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",5605,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"89","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",6287,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"90","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",6705,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"91","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",2019,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"92","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",2740,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"93","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",5605,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"94","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",4642,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"95","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",2744,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"96","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",1551,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"98","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",3618,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"99","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3658,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"100","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",2742,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"103","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",1839,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"105","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",4642,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"109","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",4642,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"110","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",5605,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3603","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3605","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",2740,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3608","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",2744,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3610","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",3618,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3612","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",4658,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3614","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",3658,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3615","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3616","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",2738,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3617","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",3618,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3620","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",5605,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3621","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",3658,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3623","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",4658,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3624","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3625","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3626","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",2742,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3627","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",5605,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"9141","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",22,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9142","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",18,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9145","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",10,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9148","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",20,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9151","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",8,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9152","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",324,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9162","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",286,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9163","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",6,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9164","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",325,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9165","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",323,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9168","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",247,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9169","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",485,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9174","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",28,"CARE","01/05/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9175","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",128,"CARE","01/04/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9177","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",46,"CARE","01/06/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9179","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",31,"CARE","01/04/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9180","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",8,"CARE","01/03/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9186","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",22,"CARE","01/02/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9187","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",21,"CARE","01/02/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9188","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",83,"CARE","01/05/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9191","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",191,"CARE","01/06/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9193","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",66,"CARE","01/03/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"10568","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/02/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10569","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/04/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10570","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",216,"SCI","01/05/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10571","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/03/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10572","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/01/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10573","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/02/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10574","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/01/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10575","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",215,"SCI","01/05/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10576","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/03/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10577","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/04/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12734","# of EXISTING SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",340,"RI","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12735","# of EXISTING SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",391,"RI","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12736","# of NEW SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",27,"RI","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12737","# of EXISTING SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",294,"RI","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12738","# of EXISTING SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",0,"RI","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12739","# of EXISTING SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",319,"RI","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12740","# of NEW SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",26,"RI","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12741","# of NEW SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",119,"RI","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12742","# of NEW SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",0,"RI","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12743","# of NEW SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",0,"RI","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12744","# of NEW SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",151,"RI","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12745","# of NEW SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",107,"RI","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12746","# of NEW SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",289,"RI","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"12747","# of EXISTING SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",362,"RI","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12748","# of EXISTING SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",355,"RI","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12749","# of NEW SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",0,"RI","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"12750","# of EXISTING SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",0,"RI","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
